id,name,freeway,direction,type,lanes,city,county,abs_pm,lat,lon
715952,CALZONA,5,S,OR,1,44000,37,131.71,34.020961,-118.195456
715953,CALZONA,5,N,OR,1,44000,37,131.773,34.021135,-118.195375
715957,EIGHTH,5,S,OR,1,44000,37,133.06,34.029033,-118.217141
715958,FOURTH,5,S,OR,1,44000,37,134.01,34.041407,-118.218373
715959,CESAR CHAVEZ,5,S,OR,1,44000,37,134.5,34.047784,-118.214638
715961,MISSION,5,S,OR,1,44000,37,135.16,34.057314,-118.214378
715963,BROADWAY,5,S,OR,1,44000,37,136.02,34.069368,-118.217386
715964,AVE 26,5,S,OR,1,44000,37,136.9,34.080943,-118.22237
715966,DUVALL,5,S,OR,1,44000,37,137.27,34.083198,-118.228213
715967,RIVERSIDE,5,N,OR,1,44000,37,137.733,34.086881,-118.233611
715968,STADIUM,5,S,OR,1,44000,37,138.5,34.095413,-118.243957
715969,STADIUM WAY,5,N,OR,1,44000,37,138.433,34.094038,-118.242314
715970,FLETCHER,5,N,OR,1,44000,37,139.833,34.108429,-118.258982
715971,GLENDALE,5,S,OR,1,44000,37,140.15,34.111314,-118.264526
715972,CITRUS NB,210,E,OR,1,3386,37,40.989,34.120764,-117.88843
715973,LOS FELIZ,5,S,OR,1,44000,37,140.92,34.120734,-118.271398
715974,WESTERN EB,5,S,OR,1,30000,37,144.23,34.162761,-118.294541
715975,WESTERN WB,5,S,OR,1,30000,37,144.27,34.163197,-118.29497
715976,WESTERN EB,5,N,OR,1,30000,37,144.403,34.164088,-118.295568
715977,WESTERN WB,5,N,OR,1,30000,37,144.553,34.165484,-118.29753
715978,ALAMEDA EB,5,S,OR,1,30000,37,144.77,34.167992,-118.301293
715979,ALAMEDA WB,5,S,OR,1,8954,37,144.87,34.168963,-118.302648
715980,ALAMEDA EB,5,N,OR,1,8954,37,145.033,34.17007,-118.303837
715981,ALAMEDA WB,5,N,OR,1,8954,37,145.083,34.170572,-118.30448
715982,OLIVE,5,N,OR,1,8954,37,145.903,34.179879,-118.312407
715983,BURBANK EB,5,S,OR,1,8954,37,146.25,34.184491,-118.316733
715985,BURBANK 2,5,N,OR,1,8954,37,146.603,34.187037,-118.320656
715986,LINCOLN,5,S,OR,1,8954,37,147.26,34.19381,-118.330292
715987,LINCOLN,5,N,OR,1,8954,37,147.323,34.193931,-118.330086
715988,BUENA VISTA,5,N,OR,1,8954,37,148.043,34.200877,-118.339185
715989,BUENA VISTA,5,S,OR,1,8954,37,147.99,34.200916,-118.339473
715990,HOLLYWOOD WAY,5,S,OR,1,44000,37,148.85,34.211259,-118.347597
715991,HOLLYWOOD WAY,5,N,OR,1,44000,37,149.043,34.212728,-118.349041
715992,ROSCOE,5,S,OR,1,44000,37,149.8,34.221104,-118.358957
715993,SUNLAND,5,S,OR,1,44000,37,150.15,34.221822,-118.364915
715994,SUNLAND,5,N,OR,1,44000,37,150.353,34.222169,-118.3673
715995,PENROSE,5,S,OR,1,44000,37,150.81,34.225778,-118.375075
715996,OSBORNE 1,5,S,ML,6,44000,37,153.87,34.243318,-118.42108
715997,TUXFORD,5,S,OR,1,44000,37,151.45,34.226376,-118.385923
715998,LANKERSHIM,5,N,OR,1,44000,37,151.703,34.227093,-118.389006
715999,LANKERSHIM,5,S,OR,1,44000,37,151.64,34.226944,-118.389042
716000,SHELDON,5,S,OR,1,44000,37,152.41,34.231047,-118.401401
716001,SHELDON,5,N,OR,1,44000,37,152.473,34.231273,-118.40134
716002,BRANFORD 1,5,S,OR,1,44000,37,153.32,34.23742,-118.414827
716003,OSBORNE 1,5,N,OR,1,44000,37,154.003,34.244193,-118.42169
716004,OSBORNE WB,5,S,OR,1,44000,37,154.04,34.245149,-118.422992
716005,OSBORNE 2,5,N,OR,1,44000,37,154.183,34.24614,-118.423735
716006,TERRA BELLA,5,S,OR,1,44000,37,154.41,34.249183,-118.427257
716008,CALGROVE,5,S,OR,1,,37,165.147,34.358847,-118.554053
716009,CALGROVE,5,N,OR,1,69088,37,165.61,34.364506,-118.555784
716011,LYONS 2,5,S,OR,1,69088,37,166.647,34.378358,-118.565494
716012,VALENCIA,5,N,OR,1,69088,37,168.87,34.408287,-118.576071
716014,Magic Mtn Pkwy,5,S,OR,1,69088,37,169.747,34.420911,-118.582284
716015,Magic Mtn Pkwy,5,N,OR,1,69088,37,170.05,34.424267,-118.58367
716016,RYE CANYON,5,S,ML,4,69088,37,170.547,34.431273,-118.588555
716017,RYE CANYON,5,N,ML,4,69088,37,170.61,34.43153,-118.588374
716018,HASLEY CANYON,5,S,OR,1,,37,172.817,34.454192,-118.615941
716019,HASLEY CANYON,5,N,OR,1,,37,173.17,34.458426,-118.615547
716020,LAKE HUGHES,5,S,OR,1,,37,175.847,34.495729,-118.623863
716021,LAKE HUGHES,5,N,OR,1,,37,176.01,34.497131,-118.624674
716023,TEMPLIN,5,N,ML,4,,37,182.44,34.571045,-118.689102
716025,SMOKEY BEAR RD,5,N,OR,1,,37,194.617,34.709779,-118.796647
716026,SUNFLOWER AV,210,E,HV,1,30014,37,43.589,34.117595,-117.844142
716028,ECHANDIA,10,E,ML,3,44000,37,16.759,34.055167,-118.216535
